ObjectID,RGBPalette,NamePalette,BasicPalette,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
35427,"[(227, 219, 189), (172, 148, 111), (195, 174, 138), (178, 155, 124), (192, 179, 156), (172, 164, 136)]","{'tan', 'wheat', 'rosybrown'}",{'brown'},Nude (Akt),Georg Kolbe,3199,"(German, 1877–1947)",(German),(1877),(1947),(Male),(c. 1927),Pencil and watercolor on paper,"19 1/2 x 14 5/8"" (49.5 x 37.1 cm)",Given anonymously,232.1940,Drawing,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/35427,http://www.moma.org/media/W1siZiIsIjEzNTE3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4217b78ca0ce688,,,,49.5,,,37.1,,
35477,"[(244, 244, 244), (223, 102, 77), (226, 128, 130), (238, 168, 148), (238, 197, 188), (231, 175, 184)]","{'burlywood', 'lightpink', 'lightcoral', 'whitesmoke', 'indianred'}","{'brown', 'red', 'white', 'pink'}",House - South Rotation Red: 4 West,Kevin Appel,8203,"(American, born 1967)",(American),(1967),(0),(Male),(2000),Synthetic polymer paint on paper,"26 x 40"" (66 x 101.6 cm)",Gift of the Friends of Contemporary Drawing,242.2000.4,Drawing,Drawings & Prints,2000-05-17,Y,http://www.moma.org/collection/works/35477,http://www.moma.org/media/W1siZiIsIjMwODI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b0ff2bdd72c1922,,,,66.0,,,101.6,,
35620,"[(182, 144, 107), (246, 235, 210), (106, 74, 52), (220, 206, 177), (115, 92, 66), (125, 92, 52)]","{'darkolivegreen', 'antiquewhite', 'wheat', 'rosybrown', 'sienna'}","{'green', 'brown'}",Head,Elie Nadelman,4197,"(American, born Poland. 1882–1946)",(American),(1882),(1946),(Male),c. 1904–07,Ink on paper,"6 5/8 x 5 1/2"" (16.8 x 14 cm)",Gift of Lincoln Kirstein in honor of René d'Harnoncourt,253.1969,Drawing,Drawings & Prints,1969-04-16,Y,http://www.moma.org/collection/works/35620,http://www.moma.org/media/W1siZiIsIjQyMzQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=392c5a35b3fff128,,,,16.8,,,14.0,,
35633,"[(217, 201, 168), (243, 240, 231), (206, 167, 104), (212, 179, 122), (191, 163, 118), (187, 172, 141)]","{'linen', 'tan', 'darkkhaki', 'burlywood'}","{'yellow', 'brown'}",Stretching Figure,Auguste Rodin,4978,"(French, 1840–1917)",(French),(1840),(1917),(Male),c. 1900-1906,Watercolor and pencil on paper,"13 x 9 3/4"" (33.0 x 24.9 cm)",Bequest of Mina Turner,254.1976,Drawing,Drawings & Prints,1976-06-02,Y,http://www.moma.org/collection/works/35633,http://www.moma.org/media/W1siZiIsIjIwNzU0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69f3fc9dc6616e17,,,,33.0,,,24.8,,
35724,"[(218, 188, 160), (250, 238, 219), (177, 148, 123), (188, 156, 131), (192, 164, 132), (240, 228, 196)]","{'tan', 'bisque', 'rosybrown', 'antiquewhite'}",{'brown'},Head,Elie Nadelman,4197,"(American, born Poland. 1882–1946)",(American),(1882),(1946),(Male),c. 1904–07,Ink on paper,"16 3/8 x 12 5/8"" (41.7 x 32.3 cm)",Gift of Lincoln Kirstein in honor of René d'Harnoncourt,262.1969,Drawing,Drawings & Prints,1969-04-16,Y,http://www.moma.org/collection/works/35724,http://www.moma.org/media/W1siZiIsIjQyNTAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=047d4c127805a9fb,,,,41.7,,,32.3,,
35846,"[(217, 192, 150), (244, 236, 222), (162, 106, 68), (192, 147, 108), (177, 123, 92), (164, 132, 92)]","{'peru', 'antiquewhite', 'tan', 'rosybrown', 'sienna'}",{'brown'},Igor Stravinsky,Marino Marini,3772,"(Italian, 1901–1980)",(Italian),(1901),(1980),(Male),1950,Ink on paper,"16 3/4 x 12"" (42.3 x 30.2 cm)",Gift of the artist,272.1964,Drawing,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/35846,http://www.moma.org/media/W1siZiIsIjMxODc3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d26cd3c5562007a,,,,42.5,,,30.5,,
36032,"[(179, 153, 127), (238, 232, 221), (94, 79, 67), (161, 81, 71), (147, 94, 66), (224, 212, 188)]","{'darkolivegreen', 'antiquewhite', 'wheat', 'rosybrown', 'sienna'}","{'green', 'brown'}",Vase of Flowers,Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(Male),c. 1905,"Pastel, chalk, and pencil on colored paper on board","16 1/4 x 14 7/8"" (41.3 x 37.8 cm)",Gift of The Ian Woodner Family Collection,291.2000,Drawing,Drawings & Prints,2000-05-17,Y,http://www.moma.org/collection/works/36032,http://www.moma.org/media/W1siZiIsIjg4MjU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=32d267c31a6ba19d,,,,41.2751,,,37.7826,,
36072,"[(158, 105, 49), (225, 204, 156), (200, 142, 70), (206, 153, 85), (218, 168, 90), (172, 140, 88)]","{'sandybrown', 'peru', 'burlywood', 'sienna'}",{'brown'},Construction,James Rosati,5016,"(American, 1912–1988)",(American),(1912),(1988),(Male),1976,Cut-and-pasted ragboard on masonite and grayboard,"14 x 16"" (35.6 x 40.8 cm)",Acquired with matching funds from Mrs. June Noble Larkin and the National Endowment for the Arts,297.1978,Drawing,Drawings & Prints,1978-04-04,Y,http://www.moma.org/collection/works/36072,http://www.moma.org/media/W1siZiIsIjE2NjIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea40d28e3b55c485,,,,35.6,,,40.8,,
36298,"[(215, 192, 154), (143, 30, 41), (174, 114, 83), (205, 134, 103), (81, 60, 51), (196, 132, 148)]","{'darkolivegreen', 'indianred', 'tan', 'rosybrown', 'darksalmon', 'brown'}","{'brown', 'red', 'green'}",Untitled,Hermann Nitsch,4310,"(Austrian, born 1938)",(Austrian),(1938),(2022),(Male),1987,Oil on paper,"47 5/8 x 46 3/4"" (120.9 x 118.7 cm)",Gift of Jo Carole and Ronald S. Lauder,322.1988,Drawing,Drawings & Prints,1988-10-19,Y,http://www.moma.org/collection/works/36298,http://www.moma.org/media/W1siZiIsIjI3ODk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b85244ac0fa0e7c1,,,,120.9,,,118.7,,
36454,"[(221, 202, 160), (244, 240, 219), (200, 179, 142), (199, 179, 131), (242, 236, 196), (244, 228, 196)]","{'beige', 'tan', 'bisque', 'burlywood'}","{'brown', 'white'}",Study for Bather,Wilhelm Lehmbruck,3464,"(German, 1881–1919)",(German),(1881),(1919),(Male),(1913),Pencil on paper,"19 3/8 x 12 1/4"" (49.2 x 31.1 cm)",Gift of Edwin M. Otterbourg,335.1955,Drawing,Drawings & Prints,1955-11-23,Y,http://www.moma.org/collection/works/36454,http://www.moma.org/media/W1siZiIsIjEyMjc2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=60fe18944dfc6085,,,,,,,,,
36480,"[(233, 199, 157), (251, 245, 236), (185, 153, 123), (241, 222, 197), (188, 164, 129), (252, 228, 180)]","{'seashell', 'bisque', 'burlywood', 'moccasin', 'rosybrown'}","{'yellow', 'brown', 'white'}",Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(Male),1951,Pencil on paper,"20 x 13 3/8"" (50.8 x 34 cm)",Gift of Alexander Liberman,352.1991,Drawing,Drawings & Prints,1991-12-04,Y,http://www.moma.org/collection/works/36480,http://www.moma.org/media/W1siZiIsIjQyMzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=05f0e6cc9d1d1d91,,,,50.8,,,34.0,,
36486,"[(226, 210, 176), (166, 156, 134), (191, 179, 153), (180, 164, 141), (217, 193, 146), (210, 181, 132)]","{'tan', 'wheat', 'burlywood', 'rosybrown'}",{'brown'},Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(Male),1951,Pencil on paper,"25 3/4 x 19 3/4"" (65.4 x 50.3 cm)",Gift of Alexander Liberman,354.1991,Drawing,Drawings & Prints,1991-12-04,Y,http://www.moma.org/collection/works/36486,http://www.moma.org/media/W1siZiIsIjEyMzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d862ff60be51afaa,,,,65.4,,,50.3,,
36563,"[(171, 147, 110), (245, 243, 239), (92, 54, 30), (133, 92, 37), (220, 205, 173), (84, 77, 54)]","{'darkolivegreen', 'whitesmoke', 'wheat', 'saddlebrown', 'rosybrown'}","{'green', 'brown', 'white'}",Wild Edible Drawing # 8,John Cage,912,"(American, 1912–1992)",(American),(1912),(1992),(Male),1990,"Handmade paper of milkweed, cattail, saffron, pokeweed, and hijiki","17 x 12"" (43 x 30.5 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,375.1999,Drawing,Drawings & Prints,1999-10-21,Y,http://www.moma.org/collection/works/36563,http://www.moma.org/media/W1siZiIsIjIwNjMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c16aa9ef31c530cb,,,,43.2,,,30.5,,
36585,"[(166, 146, 115), (240, 238, 235), (219, 205, 181), (82, 66, 44), (106, 82, 48), (105, 83, 60)]","{'darkolivegreen', 'linen', 'wheat', 'rosybrown'}","{'green', 'brown'}",To Be With Art Is All We Ask...,"Gilbert & George, Gilbert Proesch, George Passmore","7496, 25552, 2122","(British) (British, born Italy 1943) (British, born 1942)",(British) (British) (British),(0) (1943) (1942),(0) (0) (0),(Male) (Male) (Male),1970,Triptych: Charcoal and wash on partially charred folding sheets of paper in cardboard box,"Triptych (.a-c) installed: 110 3/8 x 320 3/4"" (280.3 x 814.6 cm)",Purchase,379.1971.a-f,Drawing,Drawings & Prints,1971-04-13,Y,http://www.moma.org/collection/works/36585,http://www.moma.org/media/W1siZiIsIjIyNTEyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9170b03ea396c4d,,,,280.4,,,814.7,,
36646,"[(185, 244, 227), (97, 231, 200), (239, 249, 242), (123, 236, 210), (143, 240, 217), (156, 232, 204)]","{'powderblue', 'mediumturquoise', 'aquamarine', 'honeydew', 'paleturquoise'}","{'green', 'blue'}",Find Contact Lens at Bottom of Swimming Pool,Edward Ruscha,5086,"(American, born 1937)",(American),(1937),(0),(Male),1976,Pastel on paper,"22 1/2 × 28 1/2"" (57.2 × 72.4 cm)",Gift of Robert Rauschenberg,394.1999,Drawing,Drawings & Prints,1999-10-21,Y,http://www.moma.org/collection/works/36646,http://www.moma.org/media/W1siZiIsIjUyODU1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e8b9c7c1c79efcf,,,,57.1501143002,,,72.3901447803,,
36711,"[(199, 95, 73), (240, 235, 238), (161, 83, 65), (211, 149, 139), (222, 180, 164), (204, 140, 108)]","{'whitesmoke', 'indianred', 'tan', 'darksalmon', 'rosybrown', 'sienna'}","{'red', 'brown', 'white'}",".a: Untitled, .b: Untitled","Yves Tanguy, André Breton","5804, 768","(American, born France. 1900–1955) (French, 1896–1966)",(American) (French),(1900) (1896),(1955) (1966),(Male) (Male),1941,".a: Pencil on colored paper
.b: Gouache on colored paper","10 7/8 x 8 3/8"" (27.8 x 21.3 cm)",Gift of Kay Sage Tanguy,346.1955.16a-b,Drawing,Drawings & Prints,1955-11-23,Y,http://www.moma.org/collection/works/36711,http://www.moma.org/media/W1siZiIsIjQzMjQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c5547bb3a2ab7fa,,,,27.6,,,21.2725,,
36819,"[(235, 221, 193), (135, 28, 51), (64, 126, 96), (165, 141, 122), (206, 181, 81), (201, 183, 124)]","{'seagreen', 'brown', 'tan', 'darkkhaki', 'wheat', 'rosybrown'}","{'green', 'yellow', 'brown'}",Costume study for A Midsummer Night's Dream: Hermia,Jim Dine,1547,"(American, born 1935)",(American),(1935),(0),(Male),1966,"Cut-and-pasted colored paper, pencil, watercolor, and ink on transparentized paper","19 x 10 1/4"" (48.2 x 26 cm)",Gift of Mrs. Donald B. Straus,421.1966,Drawing,Drawings & Prints,1966-10-11,Y,http://www.moma.org/collection/works/36819,http://www.moma.org/media/W1siZiIsIjI4Njk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27d98feec13a2847,,,,48.2,,,26.0351,,
36927,"[(204, 168, 106), (74, 60, 43), (245, 234, 205), (105, 93, 62), (120, 94, 42), (228, 212, 163)]","{'palegoldenrod', 'darkolivegreen', 'darkkhaki', 'blanchedalmond'}","{'yellow', 'green', 'brown'}",Dr. Wilhelm Valentiner,Ludwig Meidner,3909,"(German, 1884–1966)",(German),(1884),(1966),(Male),1919,Ink on paper,"25 1/2 x 19 7/8"" (64.8 x 50.5 cm)",L-B Foundation Fund,443.1967,Drawing,Drawings & Prints,1967-05-09,Y,http://www.moma.org/collection/works/36927,http://www.moma.org/media/W1siZiIsIjE2NjI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e972c93175161687,,,,64.7701295403,,,50.4826009652,,
36955,"[(241, 214, 160), (246, 246, 244), (192, 160, 125), (170, 127, 107), (179, 128, 85), (148, 161, 130)]","{'navajowhite', 'peru', 'whitesmoke', 'darkseagreen', 'rosybrown'}","{'brown', 'green', 'white'}",Study for Labyrinth for White Mice,Luis Fernando Benedit,469,"(Argentine, 1937–2011)",(Argentine),(1937),(2011),(Male),1972,"Synthetic polymer paint, felt-tip pen, and pencil on colored paper","22 1/4 x 30"" (56.5 x 76.2 cm)",Gift of the artist,447.1972,Drawing,Drawings & Prints,1973-03-06,Y,http://www.moma.org/collection/works/36955,http://www.moma.org/media/W1siZiIsIjM5MzYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=574285d6e550521c,,,,56.5,,,76.2,,
36984,"[(214, 194, 164), (243, 241, 213), (230, 228, 196), (192, 172, 146), (236, 220, 196), (172, 148, 116)]","{'tan', 'wheat', 'beige', 'rosybrown'}","{'brown', 'white'}",Young Man Seated,Amedeo Modigliani,4038,"(Italian, 1884–1920)",(Italian),(1884),(1920),(Male),1916,Pencil on paper,"17 1/4 x 10 5/8"" (43.5 x 27.0 cm)",Gift of Bonnie Cashin,452.1981,Drawing,Drawings & Prints,1981-11-13,Y,http://www.moma.org/collection/works/36984,http://www.moma.org/media/W1siZiIsIjM0NjM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=859448420da22f00,,,,43.8,,,27.0,,
37047,"[(232, 216, 188), (189, 174, 150), (162, 149, 130), (172, 164, 141), (202, 188, 156), (173, 164, 132)]","{'tan', 'wheat', 'rosybrown'}",{'brown'},Untitled,Yves Tanguy,5804,"(American, born France. 1900–1955)",(American),(1900),(1955),(Male),n.d.,Pencil on paper,"8 1/4 x 10 1/2"" (20.9 x 26.9 cm)",Kay Sage Tanguy Bequest,465.1963,Drawing,Drawings & Prints,1963-10-08,Y,http://www.moma.org/collection/works/37047,http://www.moma.org/media/W1siZiIsIjMzOTMwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=55b94f38590e5633,,,,21.0,,,26.7,,
37057,"[(179, 103, 65), (130, 84, 62), (98, 72, 62), (204, 108, 66), (158, 84, 34), (148, 68, 44)]","{'darkolivegreen', 'peru', 'sienna'}","{'green', 'brown'}",Untitled,Tristan Tzara,13398,"(French, born Romania. 1896–1963)",(French),(1896),(1963),(Male),1936,Ink on colored paper,"12 1/2 x 18 7/8"" (31.8 x 48 cm)","Gift of Mrs. Alfred H. Barr, Jr.",467.1986,Drawing,Drawings & Prints,1986-12-22,Y,http://www.moma.org/collection/works/37057,http://www.moma.org/media/W1siZiIsIjEwMzE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b5119a8975c5a01,,,,31.8,,,48.0,,
37059,"[(250, 186, 12), (236, 232, 221), (247, 207, 97), (164, 116, 37), (171, 132, 37), (244, 212, 12)]","{'darkgoldenrod', 'antiquewhite', 'gold', 'orange', 'sandybrown', 'sienna'}","{'yellow', 'brown', 'orange'}",Untitled,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1966,Felt-tip pen on colored paper,"17 1/8 x 22"" (43.5 x 56 cm)",L-B Foundation Fund,468.1967,Drawing,Drawings & Prints,1967-06-06,Y,http://www.moma.org/collection/works/37059,http://www.moma.org/media/W1siZiIsIjE2NjMwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b1dcb148a23b2aa,,,,43.5,,,55.9,,
37111,"[(225, 198, 134), (251, 242, 216), (234, 214, 172), (204, 172, 119), (193, 167, 114), (239, 228, 180)]","{'papayawhip', 'darkkhaki', 'wheat', 'burlywood'}","{'yellow', 'brown'}","Study for Lumia Suite, Opus #158",Thomas Wilfred,6371,"(American, born Denmark. 1889–1968)",(American),(1889),(1968),(Male),1964,Pencil on blueprint,"32 1/4 x 31 3/8"" (81.8 x 79.5 cm)",Gift of Earl Reiback,479.1971,Drawing,Drawings & Prints,1971-10-07,Y,http://www.moma.org/collection/works/37111,http://www.moma.org/media/W1siZiIsIjI4OTIwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78adb3134cc00b08,,,,81.9,,,79.7,,
37196,"[(227, 218, 182), (180, 83, 49), (244, 243, 240), (197, 146, 112), (190, 123, 93), (205, 164, 141)]","{'whitesmoke', 'indianred', 'tan', 'wheat', 'rosybrown', 'sienna'}","{'red', 'brown', 'white'}",Red and White,Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(Male),1952,Cut-and-pasted paper and cut-and-pasted painted paper on paper,"19 3/4 x 19 3/4"" (50.1 x 50.1 cm)",Gift of the artist,499.1997,Drawing,Drawings & Prints,1997-10-23,Y,http://www.moma.org/collection/works/37196,http://www.moma.org/media/W1siZiIsIjMwMzYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52f3653eea562445,,,,50.1651,,,50.1651,,
37211,"[(215, 184, 154), (251, 243, 226), (169, 115, 91), (176, 132, 100), (172, 133, 108), (239, 228, 196)]","{'bisque', 'indianred', 'tan', 'oldlace', 'rosybrown'}","{'red', 'brown', 'white'}",a) Seated Boy b) ( Boy's Face),Joseph Stella,5641,"(American, 1877–1946)",(American),(1877),(1946),(Male),(n.d.),Sanguine on paper,"14 3/4 x 8 5/8"" (37.2 x 21.8 cm)",Gift of Mrs. Bliss Parkinson,502.1966.a-b,Drawing,Drawings & Prints,1966-11-03,Y,http://www.moma.org/collection/works/37211,http://www.moma.org/media/W1siZiIsIjMyNDY0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9609ae2ef423d94c,,,,,,,,,
37273,"[(227, 212, 183), (243, 236, 219), (187, 174, 144), (195, 180, 156), (196, 188, 156), (243, 236, 204)]","{'tan', 'wheat', 'blanchedalmond', 'antiquewhite'}",{'brown'},Study for Acrobats,Charles Demuth,1490,"(American, 1883–1935)",(American),(1883),(1935),(Male),1919,Pencil on paper,"13 x 8"" (33.0 x 20.3 cm)",The John S. Newberry Collection,518.1964,Drawing,Drawings & Prints,1964-06-15,Y,http://www.moma.org/collection/works/37273,http://www.moma.org/media/W1siZiIsIjIxMzY5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a65f632c7f1d567d,,,,33.0,,,20.3,,
37608,"[(237, 181, 84), (244, 239, 217), (153, 107, 58), (239, 209, 149), (160, 125, 66), (244, 220, 124)]","{'peru', 'beige', 'khaki', 'sandybrown', 'sienna'}","{'yellow', 'brown', 'white'}",Untitled,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1971,Felt-tip pen on colored paper,"17 1/8 x 22"" (43.6 x 55.9 cm)",Gift of Philip Johnson,617.1971,Drawing,Drawings & Prints,1971-12-06,Y,http://www.moma.org/collection/works/37608,http://www.moma.org/media/W1siZiIsIjM0Mjc0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec5a7d27d77f4942,,,,43.6,,,55.9,,
37612,"[(236, 180, 85), (243, 236, 215), (144, 108, 61), (239, 208, 149), (147, 124, 66), (247, 204, 97)]","{'khaki', 'sandybrown', 'sienna', 'antiquewhite'}","{'yellow', 'brown'}",Untitled,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1971,Felt-tip pen on colored paper,"17 1/8 x 22"" (43.5 x 55.9 cm)",Gift of Philip Johnson,618.1971,Drawing,Drawings & Prints,1971-12-06,Y,http://www.moma.org/collection/works/37612,http://www.moma.org/media/W1siZiIsIjM0MjcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b046293d3a59f263,,,,43.5,,,55.9,,
37829,"[(236, 220, 194), (169, 138, 107), (200, 178, 150), (192, 164, 140), (207, 188, 164), (188, 172, 140)]","{'tan', 'wheat', 'rosybrown'}",{'brown'},Oscar Miestchaninoff,Amedeo Modigliani,4038,"(Italian, 1884–1920)",(Italian),(1884),(1920),(Male),(1918),Pencil on paper,"18 3/4 x 12 1/4"" (47.5 x 31.2 cm)",Gift of Mrs. Donald B. Straus,708.1976,Drawing,Drawings & Prints,1977-02-02,Y,http://www.moma.org/collection/works/37829,http://www.moma.org/media/W1siZiIsIjM0NTczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5c64aa7d7243d3f9,,,,47.6,,,31.1,,
37852,"[(230, 216, 193), (213, 152, 74), (195, 186, 124), (83, 169, 121), (147, 196, 159), (192, 105, 111)]","{'peru', 'darkseagreen', 'indianred', 'darkkhaki', 'wheat', 'mediumseagreen'}","{'green', 'yellow', 'red', 'brown'}",Figures in a Landscape,Mariano (Mariano Rodríguez),3768,"(Cuban, 1912–1990)",(Cuban),(1912),(1990),(Male),1942,Watercolor and ink on paper,"23 x 28"" (58.4 x 71.7 cm)",Inter-American Fund,718.1942,Drawing,Drawings & Prints,1942-12-29,Y,http://www.moma.org/collection/works/37852,http://www.moma.org/media/W1siZiIsIjQ3NDc2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cbb7b836aa57f1d1,,,,58.4,,,71.1,,
37858,"[(60, 122, 165), (206, 64, 62), (236, 228, 219), (215, 211, 38), (168, 156, 133), (143, 174, 208)]","{'steelblue', 'goldenrod', 'antiquewhite', 'indianred', 'lightsteelblue', 'rosybrown'}","{'red', 'brown', 'blue'}",Maquette for dust jacket for Joan Miró by James Thrall Soby,Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(Male),1958,Watercolor and ink on paper,"9 5/8 x 25 5/8"" (24.4 x 65.0 cm)",Commissioned by the Museum,721.1959,Drawing,Drawings & Prints,1959-12-30,Y,http://www.moma.org/collection/works/37858,http://www.moma.org/media/W1siZiIsIjQ0MjcyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e71cb2ddfc2df80b,,,,,,,,,
38149,"[(229, 219, 190), (235, 228, 204), (244, 234, 203), (235, 236, 203), (226, 186, 162), (228, 196, 164)]","{'wheat', 'burlywood', 'blanchedalmond', 'antiquewhite'}",{'brown'},Reclining Woman (Liegender Halbakt nach rechts),Gustav Klimt,3147,"(Austrian, 1862–1918)",(Austrian),(1862),(1918),(Male),1912-13,Colored pencil on paper,"14 5/8 x 22 1/8"" (37.1 x 56.2 cm)",Gift of Mrs. Gertrud A. Mellon,828.1969,Drawing,Drawings & Prints,1969-10-28,Y,http://www.moma.org/collection/works/38149,http://www.moma.org/media/W1siZiIsIjE4NDQ2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de5876cd6410fe6f,,,,37.1475742951,,,56.1976123952,,
38207,"[(239, 231, 227), (199, 144, 95), (233, 199, 87), (91, 131, 173), (211, 46, 40), (201, 173, 154)]","{'steelblue', 'peru', 'linen', 'tan', 'crimson', 'sandybrown'}","{'red', 'brown', 'blue'}","Design for a stained-glass window for Christian ULO School, Rehobôth te Drachten",Theo van Doesburg,6076,"(Dutch, 1883–1931)",(Dutch),(1883),(1931),(Male),1922–23,Gouache and pencil on paper,"13 1/4 x 13 5/8"" (35 x 34.6 cm)",The Riklis Collection of McCrory Corporation,877.1983,Drawing,Drawings & Prints,1985-09-10,Y,http://www.moma.org/collection/works/38207,http://www.moma.org/media/W1siZiIsIjQwMDYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f44b94ecc323e1e,,,,33.7,,,34.6,,
38243,"[(89, 45, 32), (228, 219, 191), (152, 119, 78), (129, 101, 62), (167, 156, 124), (162, 142, 116)]","{'wheat', 'saddlebrown', 'rosybrown', 'sienna'}",{'brown'},Untitled,Richard Hunt,2769,"(American, born 1935)",(American),(1935),(0),(Male),(1979),Copper resist on circuit board,"12 1/8 x 18"" (30.6 x 45.7 cm)",Acquired with matching funds from Mr. and Mrs. Richard Deutsch and the National Endowment for the Arts,909.1979,Drawing,Drawings & Prints,1979-05-07,Y,http://www.moma.org/collection/works/38243,http://www.moma.org/media/W1siZiIsIjI2NTM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92c296cf0fac95e0,,,,30.6,,,45.7,,
